Learner,Email,Progress
Learner 3421,Learner 3421@example.com,60
Learner 3422,Learner 3422@example.com,30
Learner 3423,Learner 3423@example.com,82
Learner 3424,Learner 3424@example.com,82
Learner 3425,Learner 3425@example.com,80
Learner 3426,Learner 3426@example.com,78
Learner 3427,Learner 3427@example.com,62
Learner 3428,Learner 3428@example.com,70
Learner 3429,Learner 3429@example.com,84
Learner 3430,Learner 3430@example.com,74
Learner 3431,Learner 3431@example.com,98
Learner 3432,Learner 3432@example.com,98
Learner 3433,Learner 3433@example.com,82
Learner 3434,Learner 3434@example.com,84
Learner 3435,Learner 3435@example.com,84
Learner 3436,Learner 3436@example.com,72
Learner 3437,Learner 3437@example.com,76
Learner 3438,Learner 3438@example.com,74
Learner 3439,Learner 3439@example.com,72
Learner 3440,Learner 3440@example.com,88
Learner 3441,Learner 3441@example.com,78
Learner 3442,Learner 3442@example.com,86
Learner 3443,Learner 3443@example.com,72
Learner 3444,Learner 3444@example.com,88
Learner 3445,Learner 3445@example.com,80
Learner 3446,Learner 3446@example.com,74
Learner 3447,Learner 3447@example.com,74
Learner 3448,Learner 3448@example.com,92
Learner 3449,Learner 3449@example.com,86
Learner 3450,Learner 3450@example.com,74
Learner 3451,Learner 3451@example.com,98
Learner 3452,Learner 3452@example.com,86
Learner 3453,Learner 3453@example.com,86
Learner 3454,Learner 3454@example.com,72
Learner 3455,Learner 3455@example.com,82
Learner 3456,Learner 3456@example.com,68
Learner 3457,Learner 3457@example.com,76
Learner 3458,Learner 3458@example.com,64
Learner 3459,Learner 3459@example.com,60
Learner 3460,Learner 3460@example.com,98
Learner 3461,Learner 3461@example.com,92
Learner 3462,Learner 3462@example.com,90
Learner 3463,Learner 3463@example.com,88
Learner 3464,Learner 3464@example.com,74
Learner 3465,Learner 3465@example.com,90
Learner 3466,Learner 3466@example.com,70
Learner 3467,Learner 3467@example.com,78
Learner 3468,Learner 3468@example.com,78
Learner 3469,Learner 3469@example.com,74
Learner 3470,Learner 3470@example.com,86
Learner 3471,Learner 3471@example.com,82
Learner 3472,Learner 3472@example.com,68
Learner 3473,Learner 3473@example.com,68
Learner 3474,Learner 3474@example.com,80
Learner 3475,Learner 3475@example.com,96
Learner 3476,Learner 3476@example.com,94
Learner 3477,Learner 3477@example.com,88
Learner 3478,Learner 3478@example.com,84
Learner 3479,Learner 3479@example.com,94
Learner 3480,Learner 3480@example.com,96
Learner 3481,Learner 3481@example.com,86
Learner 3482,Learner 3482@example.com,96
Learner 3483,Learner 3483@example.com,84
Learner 3484,Learner 3484@example.com,90
Learner 3485,Learner 3485@example.com,94
Learner 3486,Learner 3486@example.com,90
Learner 3487,Learner 3487@example.com,94
Learner 3488,Learner 3488@example.com,94
Learner 3489,Learner 3489@example.com,88
Learner 3490,Learner 3490@example.com,96
Learner 3491,Learner 3491@example.com,98
Learner 3492,Learner 3492@example.com,96
Learner 3493,Learner 3493@example.com,90
Learner 3494,Learner 3494@example.com,86
Learner 3495,Learner 3495@example.com,96
Learner 3496,Learner 3496@example.com,86
Learner 3497,Learner 3497@example.com,96
Learner 3498,Learner 3498@example.com,86
Learner 3499,Learner 3499@example.com,74
Learner 3500,Learner 3500@example.com,22
Learner 3501,Learner 3501@example.com,64
Learner 3502,Learner 3502@example.com,6
Learner 3503,Learner 3503@example.com,40
Learner 3504,Learner 3504@example.com,62
Learner 3505,Learner 3505@example.com,60
Learner 3506,Learner 3506@example.com,44
Learner 3507,Learner 3507@example.com,42
Learner 3508,Learner 3508@example.com,24
Learner 3509,Learner 3509@example.com,48
Learner 3510,Learner 3510@example.com,46
Learner 3511,Learner 3511@example.com,72
Learner 3512,Learner 3512@example.com,30
Learner 3513,Learner 3513@example.com,20
Learner 3514,Learner 3514@example.com,78
Learner 3515,Learner 3515@example.com,64
Learner 3516,Learner 3516@example.com,54
Learner 3517,Learner 3517@example.com,50
Learner 3518,Learner 3518@example.com,50
Learner 3519,Learner 3519@example.com,54
Learner 3520,Learner 3520@example.com,56
Learner 3521,Learner 3521@example.com,38
Learner 3522,Learner 3522@example.com,50
Learner 3523,Learner 3523@example.com,40
Learner 3524,Learner 3524@example.com,16
Learner 3525,Learner 3525@example.com,78
Learner 3526,Learner 3526@example.com,34
Learner 3527,Learner 3527@example.com,60
Learner 3528,Learner 3528@example.com,30
Learner 3529,Learner 3529@example.com,82
Learner 3530,Learner 3530@example.com,82
Learner 3531,Learner 3531@example.com,80
Learner 3532,Learner 3532@example.com,78
Learner 3533,Learner 3533@example.com,62
Learner 3534,Learner 3534@example.com,70
Learner 3535,Learner 3535@example.com,84
Learner 3536,Learner 3536@example.com,74
Learner 3537,Learner 3537@example.com,98
Learner 3538,Learner 3538@example.com,98
Learner 3539,Learner 3539@example.com,82
Learner 3540,Learner 3540@example.com,84
Learner 3541,Learner 3541@example.com,84
Learner 3542,Learner 3542@example.com,72
Learner 3543,Learner 3543@example.com,76
Learner 3544,Learner 3544@example.com,74
Learner 3545,Learner 3545@example.com,72
Learner 3546,Learner 3546@example.com,88
Learner 3547,Learner 3547@example.com,78
Learner 3548,Learner 3548@example.com,86
Learner 3549,Learner 3549@example.com,72
Learner 3550,Learner 3550@example.com,88
Learner 3551,Learner 3551@example.com,80
Learner 3552,Learner 3552@example.com,74
Learner 3553,Learner 3553@example.com,74
Learner 3554,Learner 3554@example.com,92
Learner 3555,Learner 3555@example.com,86
Learner 3556,Learner 3556@example.com,74
Learner 3557,Learner 3557@example.com,98
Learner 3558,Learner 3558@example.com,86
Learner 3559,Learner 3559@example.com,86
Learner 3560,Learner 3560@example.com,72
Learner 3561,Learner 3561@example.com,82
Learner 3562,Learner 3562@example.com,68
Learner 3563,Learner 3563@example.com,76
Learner 3564,Learner 3564@example.com,64
Learner 3565,Learner 3565@example.com,60
Learner 3566,Learner 3566@example.com,98
Learner 3567,Learner 3567@example.com,92
Learner 3568,Learner 3568@example.com,90
Learner 3569,Learner 3569@example.com,88
Learner 3570,Learner 3570@example.com,74
Learner 3571,Learner 3571@example.com,90
Learner 3572,Learner 3572@example.com,70
Learner 3573,Learner 3573@example.com,78
Learner 3574,Learner 3574@example.com,78
Learner 3575,Learner 3575@example.com,74
Learner 3576,Learner 3576@example.com,86
Learner 3577,Learner 3577@example.com,82
Learner 3578,Learner 3578@example.com,68
Learner 3579,Learner 3579@example.com,68
Learner 3580,Learner 3580@example.com,80
Learner 3581,Learner 3581@example.com,96
Learner 3582,Learner 3582@example.com,94
Learner 3583,Learner 3583@example.com,88
Learner 3584,Learner 3584@example.com,84
Learner 3585,Learner 3585@example.com,94
Learner 3586,Learner 3586@example.com,96
Learner 3587,Learner 3587@example.com,86
Learner 3588,Learner 3588@example.com,96
Learner 3589,Learner 3589@example.com,84
Learner 3590,Learner 3590@example.com,90
Learner 3591,Learner 3591@example.com,94
Learner 3592,Learner 3592@example.com,90
Learner 3593,Learner 3593@example.com,94
Learner 3594,Learner 3594@example.com,94
Learner 3595,Learner 3595@example.com,88
Learner 3596,Learner 3596@example.com,96
Learner 3597,Learner 3597@example.com,98
Learner 3598,Learner 3598@example.com,96
Learner 3599,Learner 3599@example.com,90
Learner 3600,Learner 3600@example.com,86
Learner 3601,Learner 3601@example.com,96
Learner 3602,Learner 3602@example.com,86
Learner 3603,Learner 3603@example.com,96
Learner 3604,Learner 3604@example.com,86
Learner 3605,Learner 3605@example.com,74
Learner 3606,Learner 3606@example.com,22
Learner 3607,Learner 3607@example.com,64
Learner 3608,Learner 3608@example.com,6
Learner 3609,Learner 3609@example.com,40
Learner 3610,Learner 3610@example.com,62
Learner 3611,Learner 3611@example.com,60
Learner 3612,Learner 3612@example.com,44
Learner 3613,Learner 3613@example.com,42
Learner 3614,Learner 3614@example.com,24
Learner 3615,Learner 3615@example.com,48
Learner 3616,Learner 3616@example.com,46
Learner 3617,Learner 3617@example.com,72
Learner 3618,Learner 3618@example.com,30
Learner 3619,Learner 3619@example.com,20
Learner 3620,Learner 3620@example.com,78
Learner 3621,Learner 3621@example.com,64
Learner 3622,Learner 3622@example.com,54
Learner 3623,Learner 3623@example.com,50
Learner 3624,Learner 3624@example.com,50
Learner 3625,Learner 3625@example.com,54
Learner 3626,Learner 3626@example.com,56
Learner 3627,Learner 3627@example.com,38
Learner 3628,Learner 3628@example.com,50
Learner 3629,Learner 3629@example.com,40
Learner 3630,Learner 3630@example.com,16
Learner 3631,Learner 3631@example.com,78
Learner 3632,Learner 3632@example.com,34
Learner 3633,Learner 3633@example.com,60
Learner 3634,Learner 3634@example.com,30
Learner 3635,Learner 3635@example.com,82
Learner 3636,Learner 3636@example.com,82
Learner 3637,Learner 3637@example.com,80
Learner 3638,Learner 3638@example.com,78
Learner 3639,Learner 3639@example.com,62
Learner 3640,Learner 3640@example.com,70
Learner 3641,Learner 3641@example.com,84
Learner 3642,Learner 3642@example.com,74
Learner 3643,Learner 3643@example.com,98
Learner 3644,Learner 3644@example.com,98
Learner 3645,Learner 3645@example.com,82
Learner 3646,Learner 3646@example.com,84
Learner 3647,Learner 3647@example.com,84
Learner 3648,Learner 3648@example.com,72
Learner 3649,Learner 3649@example.com,76
Learner 3650,Learner 3650@example.com,74
Learner 3651,Learner 3651@example.com,72
Learner 3652,Learner 3652@example.com,88
Learner 3653,Learner 3653@example.com,78
Learner 3654,Learner 3654@example.com,86
Learner 3655,Learner 3655@example.com,72
Learner 3656,Learner 3656@example.com,88
Learner 3657,Learner 3657@example.com,80
Learner 3658,Learner 3658@example.com,74
Learner 3659,Learner 3659@example.com,74
Learner 3660,Learner 3660@example.com,92
Learner 3661,Learner 3661@example.com,86
Learner 3662,Learner 3662@example.com,74
Learner 3663,Learner 3663@example.com,98
Learner 3664,Learner 3664@example.com,86
Learner 3665,Learner 3665@example.com,86
Learner 3666,Learner 3666@example.com,72
Learner 3667,Learner 3667@example.com,82
Learner 3668,Learner 3668@example.com,68
Learner 3669,Learner 3669@example.com,76
Learner 3670,Learner 3670@example.com,64
Learner 3671,Learner 3671@example.com,60
Learner 3672,Learner 3672@example.com,98
Learner 3673,Learner 3673@example.com,92
Learner 3674,Learner 3674@example.com,90
Learner 3675,Learner 3675@example.com,88
Learner 3676,Learner 3676@example.com,74
Learner 3677,Learner 3677@example.com,90
Learner 3678,Learner 3678@example.com,70
Learner 3679,Learner 3679@example.com,78
Learner 3680,Learner 3680@example.com,78
Learner 3681,Learner 3681@example.com,74
Learner 3682,Learner 3682@example.com,86
Learner 3683,Learner 3683@example.com,82
Learner 3684,Learner 3684@example.com,68
Learner 3685,Learner 3685@example.com,68
Learner 3686,Learner 3686@example.com,80
Learner 3687,Learner 3687@example.com,96
Learner 3688,Learner 3688@example.com,94
Learner 3689,Learner 3689@example.com,88
Learner 3690,Learner 3690@example.com,84
Learner 3691,Learner 3691@example.com,94
Learner 3692,Learner 3692@example.com,96
Learner 3693,Learner 3693@example.com,86
Learner 3694,Learner 3694@example.com,96
Learner 3695,Learner 3695@example.com,84
Learner 3696,Learner 3696@example.com,90
Learner 3697,Learner 3697@example.com,94
Learner 3698,Learner 3698@example.com,90
Learner 3699,Learner 3699@example.com,94
Learner 3700,Learner 3700@example.com,94
Learner 3701,Learner 3701@example.com,88
Learner 3702,Learner 3702@example.com,96
Learner 3703,Learner 3703@example.com,98
Learner 3704,Learner 3704@example.com,96
Learner 3705,Learner 3705@example.com,90
Learner 3706,Learner 3706@example.com,86
Learner 3707,Learner 3707@example.com,96
Learner 3708,Learner 3708@example.com,86
Learner 3709,Learner 3709@example.com,96
Learner 3710,Learner 3710@example.com,86
Learner 3711,Learner 3711@example.com,74
Learner 3712,Learner 3712@example.com,22
Learner 3713,Learner 3713@example.com,64
Learner 3714,Learner 3714@example.com,6
Learner 3715,Learner 3715@example.com,40
Learner 3716,Learner 3716@example.com,62
Learner 3717,Learner 3717@example.com,60
Learner 3718,Learner 3718@example.com,44
Learner 3719,Learner 3719@example.com,42
Learner 3720,Learner 3720@example.com,24
Learner 3721,Learner 3721@example.com,48
Learner 3722,Learner 3722@example.com,46
Learner 3723,Learner 3723@example.com,72
Learner 3724,Learner 3724@example.com,30
Learner 3725,Learner 3725@example.com,20
Learner 3726,Learner 3726@example.com,78
Learner 3727,Learner 3727@example.com,64
Learner 3728,Learner 3728@example.com,54
Learner 3729,Learner 3729@example.com,50
Learner 3730,Learner 3730@example.com,50
Learner 3731,Learner 3731@example.com,54
Learner 3732,Learner 3732@example.com,56
Learner 3733,Learner 3733@example.com,38
Learner 3734,Learner 3734@example.com,50
Learner 3735,Learner 3735@example.com,40
Learner 3736,Learner 3736@example.com,16
Learner 3737,Learner 3737@example.com,78
Learner 3738,Learner 3738@example.com,34
Learner 3739,Learner 3739@example.com,60
Learner 3740,Learner 3740@example.com,30
Learner 3741,Learner 3741@example.com,82
Learner 3742,Learner 3742@example.com,82
Learner 3743,Learner 3743@example.com,80
Learner 3744,Learner 3744@example.com,78
Learner 3745,Learner 3745@example.com,62
Learner 3746,Learner 3746@example.com,70
Learner 3747,Learner 3747@example.com,84
Learner 3748,Learner 3748@example.com,74
Learner 3749,Learner 3749@example.com,98
Learner 3750,Learner 3750@example.com,98
Learner 3751,Learner 3751@example.com,82
Learner 3752,Learner 3752@example.com,84
Learner 3753,Learner 3753@example.com,84
Learner 3754,Learner 3754@example.com,72
Learner 3755,Learner 3755@example.com,76
Learner 3756,Learner 3756@example.com,74
Learner 3757,Learner 3757@example.com,72
Learner 3758,Learner 3758@example.com,88
Learner 3759,Learner 3759@example.com,78
Learner 3760,Learner 3760@example.com,86
Learner 3761,Learner 3761@example.com,72
Learner 3762,Learner 3762@example.com,88
Learner 3763,Learner 3763@example.com,80
Learner 3764,Learner 3764@example.com,74
Learner 3765,Learner 3765@example.com,74
Learner 3766,Learner 3766@example.com,92
Learner 3767,Learner 3767@example.com,86
Learner 3768,Learner 3768@example.com,74
Learner 3769,Learner 3769@example.com,98
Learner 3770,Learner 3770@example.com,86
Learner 3771,Learner 3771@example.com,86
Learner 3772,Learner 3772@example.com,72
Learner 3773,Learner 3773@example.com,82
Learner 3774,Learner 3774@example.com,68
Learner 3775,Learner 3775@example.com,76
Learner 3776,Learner 3776@example.com,64
Learner 3777,Learner 3777@example.com,60
Learner 3778,Learner 3778@example.com,98
Learner 3779,Learner 3779@example.com,92
Learner 3780,Learner 3780@example.com,90
Learner 3781,Learner 3781@example.com,88
Learner 3782,Learner 3782@example.com,74
Learner 3783,Learner 3783@example.com,90
Learner 3784,Learner 3784@example.com,70
Learner 3785,Learner 3785@example.com,78
Learner 3786,Learner 3786@example.com,78
Learner 3787,Learner 3787@example.com,74
Learner 3788,Learner 3788@example.com,86
Learner 3789,Learner 3789@example.com,82
Learner 3790,Learner 3790@example.com,68
Learner 3791,Learner 3791@example.com,68
Learner 3792,Learner 3792@example.com,80
Learner 3793,Learner 3793@example.com,96
Learner 3794,Learner 3794@example.com,94
Learner 3795,Learner 3795@example.com,88
Learner 3796,Learner 3796@example.com,84
Learner 3797,Learner 3797@example.com,94
Learner 3798,Learner 3798@example.com,96
Learner 3799,Learner 3799@example.com,86
Learner 3800,Learner 3800@example.com,96
Learner 3801,Learner 3801@example.com,84
Learner 3802,Learner 3802@example.com,90
Learner 3803,Learner 3803@example.com,94
Learner 3804,Learner 3804@example.com,90
Learner 3805,Learner 3805@example.com,94
Learner 3806,Learner 3806@example.com,94
Learner 3807,Learner 3807@example.com,88
Learner 3808,Learner 3808@example.com,96
Learner 3809,Learner 3809@example.com,98
Learner 3810,Learner 3810@example.com,96
Learner 3811,Learner 3811@example.com,90
Learner 3812,Learner 3812@example.com,86
Learner 3813,Learner 3813@example.com,96
Learner 3814,Learner 3814@example.com,86
Learner 3815,Learner 3815@example.com,96
Learner 3816,Learner 3816@example.com,86
Learner 3817,Learner 3817@example.com,74
Learner 3818,Learner 3818@example.com,22
Learner 3819,Learner 3819@example.com,64
Learner 3820,Learner 3820@example.com,6
Learner 3821,Learner 3821@example.com,40
Learner 3822,Learner 3822@example.com,62
Learner 3823,Learner 3823@example.com,60
Learner 3824,Learner 3824@example.com,44
Learner 3825,Learner 3825@example.com,42
Learner 3826,Learner 3826@example.com,24
Learner 3827,Learner 3827@example.com,48
Learner 3828,Learner 3828@example.com,46
Learner 3829,Learner 3829@example.com,72
Learner 3830,Learner 3830@example.com,30
Learner 3831,Learner 3831@example.com,20
Learner 3832,Learner 3832@example.com,78
Learner 3833,Learner 3833@example.com,64
Learner 3834,Learner 3834@example.com,54
Learner 3835,Learner 3835@example.com,50
Learner 3836,Learner 3836@example.com,50
Learner 3837,Learner 3837@example.com,54
Learner 3838,Learner 3838@example.com,56
Learner 3839,Learner 3839@example.com,38
Learner 3840,Learner 3840@example.com,50
Learner 3841,Learner 3841@example.com,40
Learner 3842,Learner 3842@example.com,16
Learner 3843,Learner 3843@example.com,78
Learner 3844,Learner 3844@example.com,34
Learner 3845,Learner 3845@example.com,60
Learner 3846,Learner 3846@example.com,30
Learner 3847,Learner 3847@example.com,82
Learner 3848,Learner 3848@example.com,82
Learner 3849,Learner 3849@example.com,80
Learner 3850,Learner 3850@example.com,78
Learner 3851,Learner 3851@example.com,62
Learner 3852,Learner 3852@example.com,70
Learner 3853,Learner 3853@example.com,84
Learner 3854,Learner 3854@example.com,74
Learner 3855,Learner 3855@example.com,98
Learner 3856,Learner 3856@example.com,98
Learner 3857,Learner 3857@example.com,82
Learner 3858,Learner 3858@example.com,84
Learner 3859,Learner 3859@example.com,84
Learner 3860,Learner 3860@example.com,72
Learner 3861,Learner 3861@example.com,76
Learner 3862,Learner 3862@example.com,74
Learner 3863,Learner 3863@example.com,72
Learner 3864,Learner 3864@example.com,88
Learner 3865,Learner 3865@example.com,78
Learner 3866,Learner 3866@example.com,86
Learner 3867,Learner 3867@example.com,72
Learner 3868,Learner 3868@example.com,88
Learner 3869,Learner 3869@example.com,80
Learner 3870,Learner 3870@example.com,74
Learner 3871,Learner 3871@example.com,74
Learner 3872,Learner 3872@example.com,92
Learner 3873,Learner 3873@example.com,86
Learner 3874,Learner 3874@example.com,74
Learner 3875,Learner 3875@example.com,98
Learner 3876,Learner 3876@example.com,86
Learner 3877,Learner 3877@example.com,86
Learner 3878,Learner 3878@example.com,72
Learner 3879,Learner 3879@example.com,82
Learner 3880,Learner 3880@example.com,68
Learner 3881,Learner 3881@example.com,76
Learner 3882,Learner 3882@example.com,64
Learner 3883,Learner 3883@example.com,60
Learner 3884,Learner 3884@example.com,98
Learner 3885,Learner 3885@example.com,92
Learner 3886,Learner 3886@example.com,90
Learner 3887,Learner 3887@example.com,88
Learner 3888,Learner 3888@example.com,74
Learner 3889,Learner 3889@example.com,90
Learner 3890,Learner 3890@example.com,70
Learner 3891,Learner 3891@example.com,78
Learner 3892,Learner 3892@example.com,78
Learner 3893,Learner 3893@example.com,74
Learner 3894,Learner 3894@example.com,86
Learner 3895,Learner 3895@example.com,82
Learner 3896,Learner 3896@example.com,68
Learner 3897,Learner 3897@example.com,68
Learner 3898,Learner 3898@example.com,80
Learner 3899,Learner 3899@example.com,96
Learner 3900,Learner 3900@example.com,94
Learner 3901,Learner 3901@example.com,88
Learner 3902,Learner 3902@example.com,84
Learner 3903,Learner 3903@example.com,94
Learner 3904,Learner 3904@example.com,96
Learner 3905,Learner 3905@example.com,86
Learner 3906,Learner 3906@example.com,96
Learner 3907,Learner 3907@example.com,84
Learner 3908,Learner 3908@example.com,90
Learner 3909,Learner 3909@example.com,94
Learner 3910,Learner 3910@example.com,90
Learner 3911,Learner 3911@example.com,94
Learner 3912,Learner 3912@example.com,94
Learner 3913,Learner 3913@example.com,88
Learner 3914,Learner 3914@example.com,96
Learner 3915,Learner 3915@example.com,98
Learner 3916,Learner 3916@example.com,96
Learner 3917,Learner 3917@example.com,90
Learner 3918,Learner 3918@example.com,86
Learner 3919,Learner 3919@example.com,96
Learner 3920,Learner 3920@example.com,86
Learner 3921,Learner 3921@example.com,96
Learner 3922,Learner 3922@example.com,86
Learner 3923,Learner 3923@example.com,74
Learner 3924,Learner 3924@example.com,22
Learner 3925,Learner 3925@example.com,64
Learner 3926,Learner 3926@example.com,6
Learner 3927,Learner 3927@example.com,40
Learner 3928,Learner 3928@example.com,62
Learner 3929,Learner 3929@example.com,60
Learner 3930,Learner 3930@example.com,44
Learner 3931,Learner 3931@example.com,42
Learner 3932,Learner 3932@example.com,24
Learner 3933,Learner 3933@example.com,48
Learner 3934,Learner 3934@example.com,46
Learner 3935,Learner 3935@example.com,72
Learner 3936,Learner 3936@example.com,30
Learner 3937,Learner 3937@example.com,20
Learner 3938,Learner 3938@example.com,78
Learner 3939,Learner 3939@example.com,64
Learner 3940,Learner 3940@example.com,54
Learner 3941,Learner 3941@example.com,50
Learner 3942,Learner 3942@example.com,50
Learner 3943,Learner 3943@example.com,54
Learner 3944,Learner 3944@example.com,56
Learner 3945,Learner 3945@example.com,38
Learner 3946,Learner 3946@example.com,50
Learner 3947,Learner 3947@example.com,40
Learner 3948,Learner 3948@example.com,16
Learner 3949,Learner 3949@example.com,78
Learner 3950,Learner 3950@example.com,34
Learner 3951,Learner 3951@example.com,60
Learner 3952,Learner 3952@example.com,30
Learner 3953,Learner 3953@example.com,82
Learner 3954,Learner 3954@example.com,82
Learner 3955,Learner 3955@example.com,80
Learner 3956,Learner 3956@example.com,78
Learner 3957,Learner 3957@example.com,62
Learner 3958,Learner 3958@example.com,70
Learner 3959,Learner 3959@example.com,84
Learner 3960,Learner 3960@example.com,74
Learner 3961,Learner 3961@example.com,98
Learner 3962,Learner 3962@example.com,98
Learner 3963,Learner 3963@example.com,82
Learner 3964,Learner 3964@example.com,84
Learner 3965,Learner 3965@example.com,84
Learner 3966,Learner 3966@example.com,72
Learner 3967,Learner 3967@example.com,76
Learner 3968,Learner 3968@example.com,74
Learner 3969,Learner 3969@example.com,72
Learner 3970,Learner 3970@example.com,88
Learner 3971,Learner 3971@example.com,78
Learner 3972,Learner 3972@example.com,86
Learner 3973,Learner 3973@example.com,72
Learner 3974,Learner 3974@example.com,88
Learner 3975,Learner 3975@example.com,80
Learner 3976,Learner 3976@example.com,74
Learner 3977,Learner 3977@example.com,74
Learner 3978,Learner 3978@example.com,92
Learner 3979,Learner 3979@example.com,86
Learner 3980,Learner 3980@example.com,74
Learner 3981,Learner 3981@example.com,98
Learner 3982,Learner 3982@example.com,86
Learner 3983,Learner 3983@example.com,86
Learner 3984,Learner 3984@example.com,72
Learner 3985,Learner 3985@example.com,82
Learner 3986,Learner 3986@example.com,68
Learner 3987,Learner 3987@example.com,76
Learner 3988,Learner 3988@example.com,64
Learner 3989,Learner 3989@example.com,60
Learner 3990,Learner 3990@example.com,98
Learner 3991,Learner 3991@example.com,92
Learner 3992,Learner 3992@example.com,90
Learner 3993,Learner 3993@example.com,88
Learner 3994,Learner 3994@example.com,74
Learner 3995,Learner 3995@example.com,90
Learner 3996,Learner 3996@example.com,70
Learner 3997,Learner 3997@example.com,78
Learner 3998,Learner 3998@example.com,78
Learner 3999,Learner 3999@example.com,74
Learner 4000,Learner 4000@example.com,86
Learner 4001,Learner 4001@example.com,82
Learner 4002,Learner 4002@example.com,68
Learner 4003,Learner 4003@example.com,68
Learner 4004,Learner 4004@example.com,80
Learner 4005,Learner 4005@example.com,96
Learner 4006,Learner 4006@example.com,94
Learner 4007,Learner 4007@example.com,88
Learner 4008,Learner 4008@example.com,84
Learner 4009,Learner 4009@example.com,94
Learner 4010,Learner 4010@example.com,96
Learner 4011,Learner 4011@example.com,86
Learner 4012,Learner 4012@example.com,96
Learner 4013,Learner 4013@example.com,84
Learner 4014,Learner 4014@example.com,90
Learner 4015,Learner 4015@example.com,94
Learner 4016,Learner 4016@example.com,90
Learner 4017,Learner 4017@example.com,94
Learner 4018,Learner 4018@example.com,94
Learner 4019,Learner 4019@example.com,88
Learner 4020,Learner 4020@example.com,96
Learner 4021,Learner 4021@example.com,98
Learner 4022,Learner 4022@example.com,96
Learner 4023,Learner 4023@example.com,90
Learner 4024,Learner 4024@example.com,86
Learner 4025,Learner 4025@example.com,96
Learner 4026,Learner 4026@example.com,86
Learner 4027,Learner 4027@example.com,96
Learner 4028,Learner 4028@example.com,86
Learner 4029,Learner 4029@example.com,74
Learner 4030,Learner 4030@example.com,22
Learner 4031,Learner 4031@example.com,64
Learner 4032,Learner 4032@example.com,6
Learner 4033,Learner 4033@example.com,40
Learner 4034,Learner 4034@example.com,62
Learner 4035,Learner 4035@example.com,60
Learner 4036,Learner 4036@example.com,44
Learner 4037,Learner 4037@example.com,42
Learner 4038,Learner 4038@example.com,24
Learner 4039,Learner 4039@example.com,48
Learner 4040,Learner 4040@example.com,46
Learner 4041,Learner 4041@example.com,72
Learner 4042,Learner 4042@example.com,30
Learner 4043,Learner 4043@example.com,20
Learner 4044,Learner 4044@example.com,78
Learner 4045,Learner 4045@example.com,64
Learner 4046,Learner 4046@example.com,54
Learner 4047,Learner 4047@example.com,50
Learner 4048,Learner 4048@example.com,50
Learner 4049,Learner 4049@example.com,54
Learner 4050,Learner 4050@example.com,56
Learner 4051,Learner 4051@example.com,38
Learner 4052,Learner 4052@example.com,50
Learner 4053,Learner 4053@example.com,40
Learner 4054,Learner 4054@example.com,16
Learner 4055,Learner 4055@example.com,78
Learner 4056,Learner 4056@example.com,34
Learner 4057,Learner 4057@example.com,60
Learner 4058,Learner 4058@example.com,30
Learner 4059,Learner 4059@example.com,82
Learner 4060,Learner 4060@example.com,82
Learner 4061,Learner 4061@example.com,80
Learner 4062,Learner 4062@example.com,78
Learner 4063,Learner 4063@example.com,62
Learner 4064,Learner 4064@example.com,70
Learner 4065,Learner 4065@example.com,84
Learner 4066,Learner 4066@example.com,74
Learner 4067,Learner 4067@example.com,98
Learner 4068,Learner 4068@example.com,98
Learner 4069,Learner 4069@example.com,82
Learner 4070,Learner 4070@example.com,84
Learner 4071,Learner 4071@example.com,84
Learner 4072,Learner 4072@example.com,72
Learner 4073,Learner 4073@example.com,76
Learner 4074,Learner 4074@example.com,74
Learner 4075,Learner 4075@example.com,72
Learner 4076,Learner 4076@example.com,88
Learner 4077,Learner 4077@example.com,78
Learner 4078,Learner 4078@example.com,86
Learner 4079,Learner 4079@example.com,72
Learner 4080,Learner 4080@example.com,88
Learner 4081,Learner 4081@example.com,80
Learner 4082,Learner 4082@example.com,74
Learner 4083,Learner 4083@example.com,74
Learner 4084,Learner 4084@example.com,92
Learner 4085,Learner 4085@example.com,86
Learner 4086,Learner 4086@example.com,74
Learner 4087,Learner 4087@example.com,98
Learner 4088,Learner 4088@example.com,86
Learner 4089,Learner 4089@example.com,86
Learner 4090,Learner 4090@example.com,72
Learner 4091,Learner 4091@example.com,82
Learner 4092,Learner 4092@example.com,68
Learner 4093,Learner 4093@example.com,76
Learner 4094,Learner 4094@example.com,64
Learner 4095,Learner 4095@example.com,60
Learner 4096,Learner 4096@example.com,98
Learner 4097,Learner 4097@example.com,92
Learner 4098,Learner 4098@example.com,90
Learner 4099,Learner 4099@example.com,88
Learner 4100,Learner 4100@example.com,74
Learner 4101,Learner 4101@example.com,90
Learner 4102,Learner 4102@example.com,70
Learner 4103,Learner 4103@example.com,78
Learner 4104,Learner 4104@example.com,78
Learner 4105,Learner 4105@example.com,74
Learner 4106,Learner 4106@example.com,86
Learner 4107,Learner 4107@example.com,82
Learner 4108,Learner 4108@example.com,68
Learner 4109,Learner 4109@example.com,68
Learner 4110,Learner 4110@example.com,80
Learner 4111,Learner 4111@example.com,96
Learner 4112,Learner 4112@example.com,94
Learner 4113,Learner 4113@example.com,88
Learner 4114,Learner 4114@example.com,84
Learner 4115,Learner 4115@example.com,94
Learner 4116,Learner 4116@example.com,96
Learner 4117,Learner 4117@example.com,86
Learner 4118,Learner 4118@example.com,96
Learner 4119,Learner 4119@example.com,84
