username,email,Knowledge Check 1,Knowledge Check 2,Final Exam,Total,Last visit,Stuck
learner3417,learner3417@example.com,80,90,10,40,,
learner3418,learner3418@example.com,40,40,0,16,,
learner3419,learner3419@example.com,90,0,100,78,,
learner3420,learner3420@example.com,30,20,40,34,,
learner3421,learner3421@example.com,50,100,50,60,,
learner3422,learner3422@example.com,50,100,0,30,,
learner3423,learner3423@example.com,80,60,90,82,,
learner3424,learner3424@example.com,80,60,90,82,,
learner3425,learner3425@example.com,60,70,90,80,,
learner3426,learner3426@example.com,60,60,90,78,,
learner3427,learner3427@example.com,60,70,60,62,,
learner3428,learner3428@example.com,100,70,60,70,,
learner3429,learner3429@example.com,80,70,90,84,,
learner3430,learner3430@example.com,90,100,60,74,,
learner3431,learner3431@example.com,100,90,100,98,,
learner3432,learner3432@example.com,90,100,100,98,,
learner3433,learner3433@example.com,70,70,90,82,,
learner3434,learner3434@example.com,80,70,90,84,,
learner3435,learner3435@example.com,100,80,80,84,,
learner3436,learner3436@example.com,60,60,80,72,,
learner3437,learner3437@example.com,80,90,70,76,,
learner3438,learner3438@example.com,100,60,70,74,,
learner3439,learner3439@example.com,80,70,70,72,,
learner3440,learner3440@example.com,80,90,90,88,,
learner3441,learner3441@example.com,80,70,80,78,,
learner3442,learner3442@example.com,90,100,80,86,,
learner3443,learner3443@example.com,90,60,70,72,,
learner3444,learner3444@example.com,100,70,90,88,,
learner3445,learner3445@example.com,90,100,70,80,,
learner3446,learner3446@example.com,60,100,70,74,,
learner3447,learner3447@example.com,60,100,70,74,,
learner3448,learner3448@example.com,100,60,100,92,,
learner3449,learner3449@example.com,90,70,90,86,,
learner3450,learner3450@example.com,90,70,70,74,,
learner3451,learner3451@example.com,90,100,100,98,,
learner3452,learner3452@example.com,100,60,90,86,,
learner3453,learner3453@example.com,90,70,90,86,,
learner3454,learner3454@example.com,80,100,60,72,,
learner3455,learner3455@example.com,100,100,70,82,,
learner3456,learner3456@example.com,80,80,60,68,,
learner3457,learner3457@example.com,80,60,80,76,,
learner3458,learner3458@example.com,80,60,60,64,,
learner3459,learner3459@example.com,60,60,60,60,,
learner3460,learner3460@example.com,100,90,100,98,,
learner3461,learner3461@example.com,100,60,100,92,,
learner3462,learner3462@example.com,80,100,90,90,,
learner3463,learner3463@example.com,100,100,80,88,,
learner3464,learner3464@example.com,70,60,80,74,,
learner3465,learner3465@example.com,100,80,90,90,,
learner3466,learner3466@example.com,80,60,70,70,,
learner3467,learner3467@example.com,80,100,70,78,,
learner3468,learner3468@example.com,90,60,80,78,,
learner3469,learner3469@example.com,60,70,80,74,,
learner3470,learner3470@example.com,90,70,90,86,,
learner3471,learner3471@example.com,100,100,70,82,,
learner3472,learner3472@example.com,60,100,60,68,,
learner3473,learner3473@example.com,90,70,60,68,,
learner3474,learner3474@example.com,80,80,80,80,,
learner3475,learner3475@example.com,80,100,100,96,,
learner3476,learner3476@example.com,80,90,100,94,,
learner3477,learner3477@example.com,100,100,80,88,,
learner3478,learner3478@example.com,90,90,80,84,,
learner3479,learner3479@example.com,80,90,100,94,,
learner3480,learner3480@example.com,90,90,100,96,,
learner3481,learner3481@example.com,80,80,90,86,,
learner3482,learner3482@example.com,100,80,100,96,,
learner3483,learner3483@example.com,80,100,80,84,,
learner3484,learner3484@example.com,80,100,90,90,,
learner3485,learner3485@example.com,80,90,100,94,,
learner3486,learner3486@example.com,100,80,90,90,,
learner3487,learner3487@example.com,80,90,100,94,,
learner3488,learner3488@example.com,100,100,90,94,,
learner3489,learner3489@example.com,80,90,90,88,,
learner3490,learner3490@example.com,80,100,100,96,,
learner3491,learner3491@example.com,90,100,100,98,,
learner3492,learner3492@example.com,80,100,100,96,,
learner3493,learner3493@example.com,80,100,90,90,,
learner3494,learner3494@example.com,100,90,80,86,,
learner3495,learner3495@example.com,80,100,100,96,,
learner3496,learner3496@example.com,90,100,80,86,,
learner3497,learner3497@example.com,100,80,100,96,,
learner3498,learner3498@example.com,90,100,80,86,,
learner3499,learner3499@example.com,90,70,70,74,,
learner3500,learner3500@example.com,40,40,10,22,,
learner3501,learner3501@example.com,70,10,80,64,,
learner3502,learner3502@example.com,0,30,0,6,,
learner3503,learner3503@example.com,20,90,30,40,,
learner3504,learner3504@example.com,0,70,80,62,,
learner3505,learner3505@example.com,0,30,90,60,,
learner3506,learner3506@example.com,0,40,60,44,,
learner3507,learner3507@example.com,0,90,40,42,,
learner3508,learner3508@example.com,40,20,20,24,,
learner3509,learner3509@example.com,60,90,30,48,,
learner3510,learner3510@example.com,90,80,20,46,,
learner3511,learner3511@example.com,100,20,80,72,,
learner3512,learner3512@example.com,80,10,20,30,,
learner3513,learner3513@example.com,10,90,0,20,,
learner3514,learner3514@example.com,50,40,100,78,,
learner3515,learner3515@example.com,10,40,90,64,,
learner3516,learner3516@example.com,60,90,40,54,,
learner3517,learner3517@example.com,40,30,60,50,,
learner3518,learner3518@example.com,70,0,60,50,,
learner3519,learner3519@example.com,20,100,50,54,,
learner3520,learner3520@example.com,10,30,80,56,,
learner3521,learner3521@example.com,90,10,30,38,,
learner3522,learner3522@example.com,10,90,50,50,,
learner3523,learner3523@example.com,80,90,10,40,,
learner3524,learner3524@example.com,40,40,0,16,,
learner3525,learner3525@example.com,90,0,100,78,,
learner3526,learner3526@example.com,30,20,40,34,,
learner3527,learner3527@example.com,50,100,50,60,,
learner3528,learner3528@example.com,50,100,0,30,,
learner3529,learner3529@example.com,80,60,90,82,,
learner3530,learner3530@example.com,80,60,90,82,,
learner3531,learner3531@example.com,60,70,90,80,,
learner3532,learner3532@example.com,60,60,90,78,,
learner3533,learner3533@example.com,60,70,60,62,,
learner3534,learner3534@example.com,100,70,60,70,,
learner3535,learner3535@example.com,80,70,90,84,,
learner3536,learner3536@example.com,90,100,60,74,,
learner3537,learner3537@example.com,100,90,100,98,,
learner3538,learner3538@example.com,90,100,100,98,,
learner3539,learner3539@example.com,70,70,90,82,,
learner3540,learner3540@example.com,80,70,90,84,,
learner3541,learner3541@example.com,100,80,80,84,,
learner3542,learner3542@example.com,60,60,80,72,,
learner3543,learner3543@example.com,80,90,70,76,,
learner3544,learner3544@example.com,100,60,70,74,,
learner3545,learner3545@example.com,80,70,70,72,,
learner3546,learner3546@example.com,80,90,90,88,,
learner3547,learner3547@example.com,80,70,80,78,,
learner3548,learner3548@example.com,90,100,80,86,,
learner3549,learner3549@example.com,90,60,70,72,,
learner3550,learner3550@example.com,100,70,90,88,,
learner3551,learner3551@example.com,90,100,70,80,,
learner3552,learner3552@example.com,60,100,70,74,,
learner3553,learner3553@example.com,60,100,70,74,,
learner3554,learner3554@example.com,100,60,100,92,,
learner3555,learner3555@example.com,90,70,90,86,,
learner3556,learner3556@example.com,90,70,70,74,,
learner3557,learner3557@example.com,90,100,100,98,,
learner3558,learner3558@example.com,100,60,90,86,,
learner3559,learner3559@example.com,90,70,90,86,,
learner3560,learner3560@example.com,80,100,60,72,,
learner3561,learner3561@example.com,100,100,70,82,,
learner3562,learner3562@example.com,80,80,60,68,,
learner3563,learner3563@example.com,80,60,80,76,,
learner3564,learner3564@example.com,80,60,60,64,,
learner3565,learner3565@example.com,60,60,60,60,,
learner3566,learner3566@example.com,100,90,100,98,,
learner3567,learner3567@example.com,100,60,100,92,,
learner3568,learner3568@example.com,80,100,90,90,,
learner3569,learner3569@example.com,100,100,80,88,,
learner3570,learner3570@example.com,70,60,80,74,,
learner3571,learner3571@example.com,100,80,90,90,,
learner3572,learner3572@example.com,80,60,70,70,,
learner3573,learner3573@example.com,80,100,70,78,,
learner3574,learner3574@example.com,90,60,80,78,,
learner3575,learner3575@example.com,60,70,80,74,,
learner3576,learner3576@example.com,90,70,90,86,,
learner3577,learner3577@example.com,100,100,70,82,,
learner3578,learner3578@example.com,60,100,60,68,,
learner3579,learner3579@example.com,90,70,60,68,,
learner3580,learner3580@example.com,80,80,80,80,,
learner3581,learner3581@example.com,80,100,100,96,,
learner3582,learner3582@example.com,80,90,100,94,,
learner3583,learner3583@example.com,100,100,80,88,,
learner3584,learner3584@example.com,90,90,80,84,,
learner3585,learner3585@example.com,80,90,100,94,,
learner3586,learner3586@example.com,90,90,100,96,,
learner3587,learner3587@example.com,80,80,90,86,,
learner3588,learner3588@example.com,100,80,100,96,,
learner3589,learner3589@example.com,80,100,80,84,,
learner3590,learner3590@example.com,80,100,90,90,,
learner3591,learner3591@example.com,80,90,100,94,,
learner3592,learner3592@example.com,100,80,90,90,,
learner3593,learner3593@example.com,80,90,100,94,,
learner3594,learner3594@example.com,100,100,90,94,,
learner3595,learner3595@example.com,80,90,90,88,,
learner3596,learner3596@example.com,80,100,100,96,,
learner3597,learner3597@example.com,90,100,100,98,,
learner3598,learner3598@example.com,80,100,100,96,,
learner3599,learner3599@example.com,80,100,90,90,,
learner3600,learner3600@example.com,100,90,80,86,,
learner3601,learner3601@example.com,80,100,100,96,,
learner3602,learner3602@example.com,90,100,80,86,,
learner3603,learner3603@example.com,100,80,100,96,,
learner3604,learner3604@example.com,90,100,80,86,,
learner3605,learner3605@example.com,90,70,70,74,,
learner3606,learner3606@example.com,40,40,10,22,,
learner3607,learner3607@example.com,70,10,80,64,,
learner3608,learner3608@example.com,0,30,0,6,,
learner3609,learner3609@example.com,20,90,30,40,,
learner3610,learner3610@example.com,0,70,80,62,,
learner3611,learner3611@example.com,0,30,90,60,,
learner3612,learner3612@example.com,0,40,60,44,,
learner3613,learner3613@example.com,0,90,40,42,,
learner3614,learner3614@example.com,40,20,20,24,,
learner3615,learner3615@example.com,60,90,30,48,,
learner3616,learner3616@example.com,90,80,20,46,,
learner3617,learner3617@example.com,100,20,80,72,,
learner3618,learner3618@example.com,80,10,20,30,,
learner3619,learner3619@example.com,10,90,0,20,,
learner3620,learner3620@example.com,50,40,100,78,,
learner3621,learner3621@example.com,10,40,90,64,,
learner3622,learner3622@example.com,60,90,40,54,,
learner3623,learner3623@example.com,40,30,60,50,,
learner3624,learner3624@example.com,70,0,60,50,,
learner3625,learner3625@example.com,20,100,50,54,,
learner3626,learner3626@example.com,10,30,80,56,,
learner3627,learner3627@example.com,90,10,30,38,,
learner3628,learner3628@example.com,10,90,50,50,,
learner3629,learner3629@example.com,80,90,10,40,,
learner3630,learner3630@example.com,40,40,0,16,,
learner3631,learner3631@example.com,90,0,100,78,,
learner3632,learner3632@example.com,30,20,40,34,,
learner3633,learner3633@example.com,50,100,50,60,,
learner3634,learner3634@example.com,50,100,0,30,,
learner3635,learner3635@example.com,80,60,90,82,,
learner3636,learner3636@example.com,80,60,90,82,,
learner3637,learner3637@example.com,60,70,90,80,,
learner3638,learner3638@example.com,60,60,90,78,,
learner3639,learner3639@example.com,60,70,60,62,,
learner3640,learner3640@example.com,100,70,60,70,,
learner3641,learner3641@example.com,80,70,90,84,,
learner3642,learner3642@example.com,90,100,60,74,,
learner3643,learner3643@example.com,100,90,100,98,,
learner3644,learner3644@example.com,90,100,100,98,,
learner3645,learner3645@example.com,70,70,90,82,,
learner3646,learner3646@example.com,80,70,90,84,,
learner3647,learner3647@example.com,100,80,80,84,,
learner3648,learner3648@example.com,60,60,80,72,,
learner3649,learner3649@example.com,80,90,70,76,,
learner3650,learner3650@example.com,100,60,70,74,,
learner3651,learner3651@example.com,80,70,70,72,,
learner3652,learner3652@example.com,80,90,90,88,,
learner3653,learner3653@example.com,80,70,80,78,,
learner3654,learner3654@example.com,90,100,80,86,,
learner3655,learner3655@example.com,90,60,70,72,,
learner3656,learner3656@example.com,100,70,90,88,,
learner3657,learner3657@example.com,90,100,70,80,,
learner3658,learner3658@example.com,60,100,70,74,,
learner3659,learner3659@example.com,60,100,70,74,,
learner3660,learner3660@example.com,100,60,100,92,,
learner3661,learner3661@example.com,90,70,90,86,,
learner3662,learner3662@example.com,90,70,70,74,,
learner3663,learner3663@example.com,90,100,100,98,,
learner3664,learner3664@example.com,100,60,90,86,,
learner3665,learner3665@example.com,90,70,90,86,,
learner3666,learner3666@example.com,80,100,60,72,,
learner3667,learner3667@example.com,100,100,70,82,,
learner3668,learner3668@example.com,80,80,60,68,,
learner3669,learner3669@example.com,80,60,80,76,,
learner3670,learner3670@example.com,80,60,60,64,,
learner3671,learner3671@example.com,60,60,60,60,,
learner3672,learner3672@example.com,100,90,100,98,,
learner3673,learner3673@example.com,100,60,100,92,,
learner3674,learner3674@example.com,80,100,90,90,,
learner3675,learner3675@example.com,100,100,80,88,,
learner3676,learner3676@example.com,70,60,80,74,,
learner3677,learner3677@example.com,100,80,90,90,,
learner3678,learner3678@example.com,80,60,70,70,,
learner3679,learner3679@example.com,80,100,70,78,,
learner3680,learner3680@example.com,90,60,80,78,,
learner3681,learner3681@example.com,60,70,80,74,,
learner3682,learner3682@example.com,90,70,90,86,,
learner3683,learner3683@example.com,100,100,70,82,,
learner3684,learner3684@example.com,60,100,60,68,,
learner3685,learner3685@example.com,90,70,60,68,,
learner3686,learner3686@example.com,80,80,80,80,,
learner3687,learner3687@example.com,80,100,100,96,,
learner3688,learner3688@example.com,80,90,100,94,,
learner3689,learner3689@example.com,100,100,80,88,,
learner3690,learner3690@example.com,90,90,80,84,,
learner3691,learner3691@example.com,80,90,100,94,,
learner3692,learner3692@example.com,90,90,100,96,,
learner3693,learner3693@example.com,80,80,90,86,,
learner3694,learner3694@example.com,100,80,100,96,,
learner3695,learner3695@example.com,80,100,80,84,,
learner3696,learner3696@example.com,80,100,90,90,,
learner3697,learner3697@example.com,80,90,100,94,,
learner3698,learner3698@example.com,100,80,90,90,,
learner3699,learner3699@example.com,80,90,100,94,,
learner3700,learner3700@example.com,100,100,90,94,,
learner3701,learner3701@example.com,80,90,90,88,,
learner3702,learner3702@example.com,80,100,100,96,,
learner3703,learner3703@example.com,90,100,100,98,,
learner3704,learner3704@example.com,80,100,100,96,,
learner3705,learner3705@example.com,80,100,90,90,,
learner3706,learner3706@example.com,100,90,80,86,,
learner3707,learner3707@example.com,80,100,100,96,,
learner3708,learner3708@example.com,90,100,80,86,,
learner3709,learner3709@example.com,100,80,100,96,,
learner3710,learner3710@example.com,90,100,80,86,,
learner3711,learner3711@example.com,90,70,70,74,,
learner3712,learner3712@example.com,40,40,10,22,,
learner3713,learner3713@example.com,70,10,80,64,,
learner3714,learner3714@example.com,0,30,0,6,,
learner3715,learner3715@example.com,20,90,30,40,,
learner3716,learner3716@example.com,0,70,80,62,,
learner3717,learner3717@example.com,0,30,90,60,,
learner3718,learner3718@example.com,0,40,60,44,,
learner3719,learner3719@example.com,0,90,40,42,,
learner3720,learner3720@example.com,40,20,20,24,,
learner3721,learner3721@example.com,60,90,30,48,,
learner3722,learner3722@example.com,90,80,20,46,,
learner3723,learner3723@example.com,100,20,80,72,,
learner3724,learner3724@example.com,80,10,20,30,,
learner3725,learner3725@example.com,10,90,0,20,,
learner3726,learner3726@example.com,50,40,100,78,,
learner3727,learner3727@example.com,10,40,90,64,,
learner3728,learner3728@example.com,60,90,40,54,,
learner3729,learner3729@example.com,40,30,60,50,,
learner3730,learner3730@example.com,70,0,60,50,,
learner3731,learner3731@example.com,20,100,50,54,,
learner3732,learner3732@example.com,10,30,80,56,,
learner3733,learner3733@example.com,90,10,30,38,,
learner3734,learner3734@example.com,10,90,50,50,,
learner3735,learner3735@example.com,80,90,10,40,,
learner3736,learner3736@example.com,40,40,0,16,,
learner3737,learner3737@example.com,90,0,100,78,,
learner3738,learner3738@example.com,30,20,40,34,,
learner3739,learner3739@example.com,50,100,50,60,,
learner3740,learner3740@example.com,50,100,0,30,,
learner3741,learner3741@example.com,80,60,90,82,,
learner3742,learner3742@example.com,80,60,90,82,,
learner3743,learner3743@example.com,60,70,90,80,,
learner3744,learner3744@example.com,60,60,90,78,,
learner3745,learner3745@example.com,60,70,60,62,,
learner3746,learner3746@example.com,100,70,60,70,,
learner3747,learner3747@example.com,80,70,90,84,,
learner3748,learner3748@example.com,90,100,60,74,,
learner3749,learner3749@example.com,100,90,100,98,,
learner3750,learner3750@example.com,90,100,100,98,,
learner3751,learner3751@example.com,70,70,90,82,,
learner3752,learner3752@example.com,80,70,90,84,,
learner3753,learner3753@example.com,100,80,80,84,,
learner3754,learner3754@example.com,60,60,80,72,,
learner3755,learner3755@example.com,80,90,70,76,,
learner3756,learner3756@example.com,100,60,70,74,,
learner3757,learner3757@example.com,80,70,70,72,,
learner3758,learner3758@example.com,80,90,90,88,,
learner3759,learner3759@example.com,80,70,80,78,,
learner3760,learner3760@example.com,90,100,80,86,,
learner3761,learner3761@example.com,90,60,70,72,,
learner3762,learner3762@example.com,100,70,90,88,,
learner3763,learner3763@example.com,90,100,70,80,,
learner3764,learner3764@example.com,60,100,70,74,,
learner3765,learner3765@example.com,60,100,70,74,,
learner3766,learner3766@example.com,100,60,100,92,,
learner3767,learner3767@example.com,90,70,90,86,,
learner3768,learner3768@example.com,90,70,70,74,,
learner3769,learner3769@example.com,90,100,100,98,,
learner3770,learner3770@example.com,100,60,90,86,,
learner3771,learner3771@example.com,90,70,90,86,,
learner3772,learner3772@example.com,80,100,60,72,,
learner3773,learner3773@example.com,100,100,70,82,,
learner3774,learner3774@example.com,80,80,60,68,,
learner3775,learner3775@example.com,80,60,80,76,,
learner3776,learner3776@example.com,80,60,60,64,,
learner3777,learner3777@example.com,60,60,60,60,,
learner3778,learner3778@example.com,100,90,100,98,,
learner3779,learner3779@example.com,100,60,100,92,,
learner3780,learner3780@example.com,80,100,90,90,,
learner3781,learner3781@example.com,100,100,80,88,,
learner3782,learner3782@example.com,70,60,80,74,,
learner3783,learner3783@example.com,100,80,90,90,,
learner3784,learner3784@example.com,80,60,70,70,,
learner3785,learner3785@example.com,80,100,70,78,,
learner3786,learner3786@example.com,90,60,80,78,,
learner3787,learner3787@example.com,60,70,80,74,,
learner3788,learner3788@example.com,90,70,90,86,,
learner3789,learner3789@example.com,100,100,70,82,,
learner3790,learner3790@example.com,60,100,60,68,,
learner3791,learner3791@example.com,90,70,60,68,,
learner3792,learner3792@example.com,80,80,80,80,,
learner3793,learner3793@example.com,80,100,100,96,,
learner3794,learner3794@example.com,80,90,100,94,,
learner3795,learner3795@example.com,100,100,80,88,,
learner3796,learner3796@example.com,90,90,80,84,,
learner3797,learner3797@example.com,80,90,100,94,,
learner3798,learner3798@example.com,90,90,100,96,,
learner3799,learner3799@example.com,80,80,90,86,,
learner3800,learner3800@example.com,100,80,100,96,,
learner3801,learner3801@example.com,80,100,80,84,,
learner3802,learner3802@example.com,80,100,90,90,,
learner3803,learner3803@example.com,80,90,100,94,,
learner3804,learner3804@example.com,100,80,90,90,,
learner3805,learner3805@example.com,80,90,100,94,,
learner3806,learner3806@example.com,100,100,90,94,,
learner3807,learner3807@example.com,80,90,90,88,,
learner3808,learner3808@example.com,80,100,100,96,,
learner3809,learner3809@example.com,90,100,100,98,,
learner3810,learner3810@example.com,80,100,100,96,,
learner3811,learner3811@example.com,80,100,90,90,,
learner3812,learner3812@example.com,100,90,80,86,,
learner3813,learner3813@example.com,80,100,100,96,,
learner3814,learner3814@example.com,90,100,80,86,,
learner3815,learner3815@example.com,100,80,100,96,,
learner3816,learner3816@example.com,90,100,80,86,,
learner3817,learner3817@example.com,90,70,70,74,,
learner3818,learner3818@example.com,40,40,10,22,,
learner3819,learner3819@example.com,70,10,80,64,,
learner3820,learner3820@example.com,0,30,0,6,,
learner3821,learner3821@example.com,20,90,30,40,,
learner3822,learner3822@example.com,0,70,80,62,,
learner3823,learner3823@example.com,0,30,90,60,,
learner3824,learner3824@example.com,0,40,60,44,,
learner3825,learner3825@example.com,0,90,40,42,,
learner3826,learner3826@example.com,40,20,20,24,,
learner3827,learner3827@example.com,60,90,30,48,,
learner3828,learner3828@example.com,90,80,20,46,,
learner3829,learner3829@example.com,100,20,80,72,,
learner3830,learner3830@example.com,80,10,20,30,,
learner3831,learner3831@example.com,10,90,0,20,,
learner3832,learner3832@example.com,50,40,100,78,,
learner3833,learner3833@example.com,10,40,90,64,,
learner3834,learner3834@example.com,60,90,40,54,,
learner3835,learner3835@example.com,40,30,60,50,,
learner3836,learner3836@example.com,70,0,60,50,,
learner3837,learner3837@example.com,20,100,50,54,,
learner3838,learner3838@example.com,10,30,80,56,,
learner3839,learner3839@example.com,90,10,30,38,,
learner3840,learner3840@example.com,10,90,50,50,,
learner3841,learner3841@example.com,80,90,10,40,,
learner3842,learner3842@example.com,40,40,0,16,,
learner3843,learner3843@example.com,90,0,100,78,,
learner3844,learner3844@example.com,30,20,40,34,,
learner3845,learner3845@example.com,50,100,50,60,,
learner3846,learner3846@example.com,50,100,0,30,,
learner3847,learner3847@example.com,80,60,90,82,,
learner3848,learner3848@example.com,80,60,90,82,,
learner3849,learner3849@example.com,60,70,90,80,,
learner3850,learner3850@example.com,60,60,90,78,,
learner3851,learner3851@example.com,60,70,60,62,,
learner3852,learner3852@example.com,100,70,60,70,,
learner3853,learner3853@example.com,80,70,90,84,,
learner3854,learner3854@example.com,90,100,60,74,,
learner3855,learner3855@example.com,100,90,100,98,,
learner3856,learner3856@example.com,90,100,100,98,,
learner3857,learner3857@example.com,70,70,90,82,,
learner3858,learner3858@example.com,80,70,90,84,,
learner3859,learner3859@example.com,100,80,80,84,,
learner3860,learner3860@example.com,60,60,80,72,,
learner3861,learner3861@example.com,80,90,70,76,,
learner3862,learner3862@example.com,100,60,70,74,,
learner3863,learner3863@example.com,80,70,70,72,,
learner3864,learner3864@example.com,80,90,90,88,,
learner3865,learner3865@example.com,80,70,80,78,,
learner3866,learner3866@example.com,90,100,80,86,,
learner3867,learner3867@example.com,90,60,70,72,,
learner3868,learner3868@example.com,100,70,90,88,,
learner3869,learner3869@example.com,90,100,70,80,,
learner3870,learner3870@example.com,60,100,70,74,,
learner3871,learner3871@example.com,60,100,70,74,,
learner3872,learner3872@example.com,100,60,100,92,,
learner3873,learner3873@example.com,90,70,90,86,,
learner3874,learner3874@example.com,90,70,70,74,,
learner3875,learner3875@example.com,90,100,100,98,,
learner3876,learner3876@example.com,100,60,90,86,,
learner3877,learner3877@example.com,90,70,90,86,,
learner3878,learner3878@example.com,80,100,60,72,,
learner3879,learner3879@example.com,100,100,70,82,,
learner3880,learner3880@example.com,80,80,60,68,,
learner3881,learner3881@example.com,80,60,80,76,,
learner3882,learner3882@example.com,80,60,60,64,,
learner3883,learner3883@example.com,60,60,60,60,,
learner3884,learner3884@example.com,100,90,100,98,,
learner3885,learner3885@example.com,100,60,100,92,,
learner3886,learner3886@example.com,80,100,90,90,,
learner3887,learner3887@example.com,100,100,80,88,,
learner3888,learner3888@example.com,70,60,80,74,,
learner3889,learner3889@example.com,100,80,90,90,,
learner3890,learner3890@example.com,80,60,70,70,,
learner3891,learner3891@example.com,80,100,70,78,,
learner3892,learner3892@example.com,90,60,80,78,,
learner3893,learner3893@example.com,60,70,80,74,,
learner3894,learner3894@example.com,90,70,90,86,,
learner3895,learner3895@example.com,100,100,70,82,,
learner3896,learner3896@example.com,60,100,60,68,,
learner3897,learner3897@example.com,90,70,60,68,,
learner3898,learner3898@example.com,80,80,80,80,,
learner3899,learner3899@example.com,80,100,100,96,,
learner3900,learner3900@example.com,80,90,100,94,,
learner3901,learner3901@example.com,100,100,80,88,,
learner3902,learner3902@example.com,90,90,80,84,,
learner3903,learner3903@example.com,80,90,100,94,,
learner3904,learner3904@example.com,90,90,100,96,,
learner3905,learner3905@example.com,80,80,90,86,,
learner3906,learner3906@example.com,100,80,100,96,,
learner3907,learner3907@example.com,80,100,80,84,,
learner3908,learner3908@example.com,80,100,90,90,,
learner3909,learner3909@example.com,80,90,100,94,,
learner3910,learner3910@example.com,100,80,90,90,,
learner3911,learner3911@example.com,80,90,100,94,,
learner3912,learner3912@example.com,100,100,90,94,,
learner3913,learner3913@example.com,80,90,90,88,,
learner3914,learner3914@example.com,80,100,100,96,,
learner3915,learner3915@example.com,90,100,100,98,,
learner3916,learner3916@example.com,80,100,100,96,,
learner3917,learner3917@example.com,80,100,90,90,,
learner3918,learner3918@example.com,100,90,80,86,,
learner3919,learner3919@example.com,80,100,100,96,,
learner3920,learner3920@example.com,90,100,80,86,,
learner3921,learner3921@example.com,100,80,100,96,,
learner3922,learner3922@example.com,90,100,80,86,,
learner3923,learner3923@example.com,90,70,70,74,,
learner3924,learner3924@example.com,40,40,10,22,,
learner3925,learner3925@example.com,70,10,80,64,,
learner3926,learner3926@example.com,0,30,0,6,,
learner3927,learner3927@example.com,20,90,30,40,,
learner3928,learner3928@example.com,0,70,80,62,,
learner3929,learner3929@example.com,0,30,90,60,,
learner3930,learner3930@example.com,0,40,60,44,,
learner3931,learner3931@example.com,0,90,40,42,,
learner3932,learner3932@example.com,40,20,20,24,,
learner3933,learner3933@example.com,60,90,30,48,,
learner3934,learner3934@example.com,90,80,20,46,,
learner3935,learner3935@example.com,100,20,80,72,,
learner3936,learner3936@example.com,80,10,20,30,,
learner3937,learner3937@example.com,10,90,0,20,,
learner3938,learner3938@example.com,50,40,100,78,,
learner3939,learner3939@example.com,10,40,90,64,,
learner3940,learner3940@example.com,60,90,40,54,,
learner3941,learner3941@example.com,40,30,60,50,,
learner3942,learner3942@example.com,70,0,60,50,,
learner3943,learner3943@example.com,20,100,50,54,,
learner3944,learner3944@example.com,10,30,80,56,,
learner3945,learner3945@example.com,90,10,30,38,,
learner3946,learner3946@example.com,10,90,50,50,,
learner3947,learner3947@example.com,80,90,10,40,,
learner3948,learner3948@example.com,40,40,0,16,,
learner3949,learner3949@example.com,90,0,100,78,,
learner3950,learner3950@example.com,30,20,40,34,,
learner3951,learner3951@example.com,50,100,50,60,,
learner3952,learner3952@example.com,50,100,0,30,,
learner3953,learner3953@example.com,80,60,90,82,,
learner3954,learner3954@example.com,80,60,90,82,,
learner3955,learner3955@example.com,60,70,90,80,,
learner3956,learner3956@example.com,60,60,90,78,,
learner3957,learner3957@example.com,60,70,60,62,,
learner3958,learner3958@example.com,100,70,60,70,,
learner3959,learner3959@example.com,80,70,90,84,,
learner3960,learner3960@example.com,90,100,60,74,,
learner3961,learner3961@example.com,100,90,100,98,,
learner3962,learner3962@example.com,90,100,100,98,,
learner3963,learner3963@example.com,70,70,90,82,,
learner3964,learner3964@example.com,80,70,90,84,,
learner3965,learner3965@example.com,100,80,80,84,,
learner3966,learner3966@example.com,60,60,80,72,,
learner3967,learner3967@example.com,80,90,70,76,,
learner3968,learner3968@example.com,100,60,70,74,,
learner3969,learner3969@example.com,80,70,70,72,,
learner3970,learner3970@example.com,80,90,90,88,,
learner3971,learner3971@example.com,80,70,80,78,,
learner3972,learner3972@example.com,90,100,80,86,,
learner3973,learner3973@example.com,90,60,70,72,,
learner3974,learner3974@example.com,100,70,90,88,,
learner3975,learner3975@example.com,90,100,70,80,,
learner3976,learner3976@example.com,60,100,70,74,,
learner3977,learner3977@example.com,60,100,70,74,,
learner3978,learner3978@example.com,100,60,100,92,,
learner3979,learner3979@example.com,90,70,90,86,,
learner3980,learner3980@example.com,90,70,70,74,,
learner3981,learner3981@example.com,90,100,100,98,,
learner3982,learner3982@example.com,100,60,90,86,,
learner3983,learner3983@example.com,90,70,90,86,,
learner3984,learner3984@example.com,80,100,60,72,,
learner3985,learner3985@example.com,100,100,70,82,,
learner3986,learner3986@example.com,80,80,60,68,,
learner3987,learner3987@example.com,80,60,80,76,,
learner3988,learner3988@example.com,80,60,60,64,,
learner3989,learner3989@example.com,60,60,60,60,,
learner3990,learner3990@example.com,100,90,100,98,,
learner3991,learner3991@example.com,100,60,100,92,,
learner3992,learner3992@example.com,80,100,90,90,,
learner3993,learner3993@example.com,100,100,80,88,,
learner3994,learner3994@example.com,70,60,80,74,,
learner3995,learner3995@example.com,100,80,90,90,,
learner3996,learner3996@example.com,80,60,70,70,,
learner3997,learner3997@example.com,80,100,70,78,,
